,fold,fam,id
21363,srp,telomerase,telomerase_AF221919.107-614
21364,srp,telomerase,telomerase_AF221920.99-541
21365,srp,telomerase,telomerase_AF221921.98-548
21366,srp,telomerase,telomerase_AF221923.106-554
21367,srp,telomerase,telomerase_AF221924.105-538
21368,srp,telomerase,telomerase_AF221925.98-540
21369,srp,telomerase,telomerase_AF221926.103-507
21370,srp,telomerase,telomerase_AF221927.113-556
21371,srp,telomerase,telomerase_AF221928.95-476
21372,srp,telomerase,telomerase_AF221929.92-517
21373,srp,telomerase,telomerase_AF221930.94-546
21374,srp,telomerase,telomerase_AF221931.99-541
21375,srp,telomerase,telomerase_AF221932.102-549
21376,srp,telomerase,telomerase_AF221934.121-565
21377,srp,telomerase,telomerase_AF221935.112-602
21378,srp,telomerase,telomerase_AF221936.98-540
21379,srp,telomerase,telomerase_AF221937.99-545
21380,srp,telomerase,telomerase_AF221939.99-544
21381,srp,telomerase,telomerase_AF221940.103-499
21382,srp,telomerase,telomerase_AY058901.1-397
21383,srp,telomerase,telomerase_AY312571.605-1069
21384,srp,telomerase,telomerase_U85256.1-451
21385,srp,telomerase,telomerase_AC121792.109554-109950
21386,srp,telomerase,telomerase_AF147806.247-692
21387,srp,telomerase,telomerase_AF221906.96-545
21388,srp,telomerase,telomerase_AF221908.136-584
21389,srp,telomerase,telomerase_AF221909.98-496
21390,srp,telomerase,telomerase_AF221910.112-554
21391,srp,telomerase,telomerase_AF221911.104-513
21392,srp,telomerase,telomerase_AF221912.98-564
21393,srp,telomerase,telomerase_AF221913.109-520
21394,srp,telomerase,telomerase_AF221914.112-589
21395,srp,telomerase,telomerase_AF221916.94-481
21396,srp,telomerase,telomerase_AF221917.99-542
21397,srp,telomerase,telomerase_AF221918.97-547
21398,srp,telomerase,telomerase_AF221919.107-614
21399,srp,telomerase,telomerase_AF221920.99-541
21400,srp,telomerase,telomerase_AF221921.98-548
21401,srp,telomerase,telomerase_AF221923.106-554
21402,srp,telomerase,telomerase_AF221924.105-538
21403,srp,telomerase,telomerase_AF221925.98-540
21404,srp,telomerase,telomerase_AF221926.103-507
21405,srp,telomerase,telomerase_AF221927.113-556
21406,srp,telomerase,telomerase_AF221928.95-476
21407,srp,telomerase,telomerase_AF221929.92-517
21408,srp,telomerase,telomerase_AF221930.94-546
21409,srp,telomerase,telomerase_AF221931.99-541
21410,srp,telomerase,telomerase_AF221932.102-549
21411,srp,telomerase,telomerase_AF221934.121-565
21412,srp,telomerase,telomerase_AF221935.112-602
21413,srp,telomerase,telomerase_AF221936.98-540
21414,srp,telomerase,telomerase_AF221937.99-545
21415,srp,telomerase,telomerase_AF221939.99-544
21416,srp,telomerase,telomerase_AF221940.103-499
21417,srp,telomerase,telomerase_AY058901.1-397
21418,srp,telomerase,telomerase_AY312571.605-1069
21419,srp,telomerase,telomerase_U85256.1-451
21420,srp,telomerase,telomerase_AC121792.109554-109950
21421,srp,telomerase,telomerase_AF147806.247-692
21422,srp,telomerase,telomerase_AF221906.96-545
21423,srp,telomerase,telomerase_AF221908.136-584
21424,srp,telomerase,telomerase_AF221909.98-496
21425,srp,telomerase,telomerase_AF221910.112-554
21426,srp,telomerase,telomerase_AF221911.104-513
21427,srp,telomerase,telomerase_AF221912.98-564
21428,srp,telomerase,telomerase_AF221913.109-520
21429,srp,telomerase,telomerase_AF221914.112-589
21430,srp,telomerase,telomerase_AF221916.94-481
21431,srp,telomerase,telomerase_AF221917.99-542
21432,srp,telomerase,telomerase_AF221918.97-547
21433,srp,telomerase,telomerase_AF221919.107-614
21434,srp,telomerase,telomerase_AF221920.99-541
21435,srp,telomerase,telomerase_AF221921.98-548
21436,srp,telomerase,telomerase_AF221923.106-554
21437,srp,telomerase,telomerase_AF221924.105-538
21438,srp,telomerase,telomerase_AF221925.98-540
21439,srp,telomerase,telomerase_AF221926.103-507
21440,srp,telomerase,telomerase_AF221927.113-556
21441,srp,telomerase,telomerase_AF221928.95-476
21442,srp,telomerase,telomerase_AF221929.92-517
21443,srp,telomerase,telomerase_AF221930.94-546
21444,srp,telomerase,telomerase_AF221931.99-541
21445,srp,telomerase,telomerase_AF221932.102-549
21446,srp,telomerase,telomerase_AF221934.121-565
21447,srp,telomerase,telomerase_AF221935.112-602
21448,srp,telomerase,telomerase_AF221936.98-540
21449,srp,telomerase,telomerase_AF221937.99-545
21450,srp,telomerase,telomerase_AF221939.99-544
21451,srp,telomerase,telomerase_AF221940.103-499
21452,srp,telomerase,telomerase_AY058901.1-397
21453,srp,telomerase,telomerase_AY312571.605-1069
21454,srp,telomerase,telomerase_U85256.1-451
21455,srp,telomerase,telomerase_AC121792.109554-109950
21456,srp,telomerase,telomerase_AF147806.247-692
21457,srp,telomerase,telomerase_AF221906.96-545
21458,srp,telomerase,telomerase_AF221908.136-584
21459,srp,telomerase,telomerase_AF221909.98-496
21460,srp,telomerase,telomerase_AF221910.112-554
21461,srp,telomerase,telomerase_AF221911.104-513
21462,srp,telomerase,telomerase_AF221912.98-564
21463,srp,telomerase,telomerase_AF221913.109-520
21464,srp,telomerase,telomerase_AF221914.112-589
21465,srp,telomerase,telomerase_AF221916.94-481
21466,srp,telomerase,telomerase_AF221917.99-542
21467,srp,telomerase,telomerase_AF221918.97-547
21468,srp,telomerase,telomerase_AF221919.107-614
21469,srp,telomerase,telomerase_AF221920.99-541
21470,srp,telomerase,telomerase_AF221921.98-548
21471,srp,telomerase,telomerase_AF221923.106-554
21472,srp,telomerase,telomerase_AF221924.105-538
21473,srp,telomerase,telomerase_AF221925.98-540
21474,srp,telomerase,telomerase_AF221926.103-507
21475,srp,telomerase,telomerase_AF221927.113-556
21476,srp,telomerase,telomerase_AF221928.95-476
21477,srp,telomerase,telomerase_AF221929.92-517
21478,srp,telomerase,telomerase_AF221930.94-546
21479,srp,telomerase,telomerase_AF221931.99-541
21480,srp,telomerase,telomerase_AF221932.102-549
21481,srp,telomerase,telomerase_AF221934.121-565
21482,srp,telomerase,telomerase_AF221935.112-602
21483,srp,telomerase,telomerase_AF221936.98-540
21484,srp,telomerase,telomerase_AF221937.99-545
21485,srp,telomerase,telomerase_AF221939.99-544
21486,srp,telomerase,telomerase_AF221940.103-499
21487,srp,telomerase,telomerase_AY058901.1-397
21488,srp,telomerase,telomerase_AY312571.605-1069
21489,srp,telomerase,telomerase_U85256.1-451
21490,srp,telomerase,telomerase_AC121792.109554-109950
21491,srp,telomerase,telomerase_AF147806.247-692
21492,srp,telomerase,telomerase_AF221906.96-545
21493,srp,telomerase,telomerase_AF221908.136-584
21494,srp,telomerase,telomerase_AF221909.98-496
21495,srp,telomerase,telomerase_AF221910.112-554
21496,srp,telomerase,telomerase_AF221911.104-513
21497,srp,telomerase,telomerase_AF221912.98-564
21498,srp,telomerase,telomerase_AF221913.109-520
21499,srp,telomerase,telomerase_AF221914.112-589
21500,srp,telomerase,telomerase_AF221916.94-481
21501,srp,telomerase,telomerase_AF221917.99-542
21502,srp,telomerase,telomerase_AF221918.97-547
21503,srp,telomerase,telomerase_AF221919.107-614
21504,srp,telomerase,telomerase_AF221920.99-541
21505,srp,telomerase,telomerase_AF221921.98-548
21506,srp,telomerase,telomerase_AF221923.106-554
21507,srp,telomerase,telomerase_AF221924.105-538
21508,srp,telomerase,telomerase_AF221925.98-540
21509,srp,telomerase,telomerase_AF221926.103-507
21510,srp,telomerase,telomerase_AF221927.113-556
21511,srp,telomerase,telomerase_AF221928.95-476
21512,srp,telomerase,telomerase_AF221929.92-517
21513,srp,telomerase,telomerase_AF221930.94-546
21514,srp,telomerase,telomerase_AF221931.99-541
21515,srp,telomerase,telomerase_AF221932.102-549
21516,srp,telomerase,telomerase_AF221934.121-565
21517,srp,telomerase,telomerase_AF221935.112-602
21518,srp,telomerase,telomerase_AF221936.98-540
21519,srp,telomerase,telomerase_AF221937.99-545
21520,srp,telomerase,telomerase_AF221939.99-544
21521,srp,telomerase,telomerase_AF221940.103-499
21522,srp,telomerase,telomerase_AY058901.1-397
21523,srp,telomerase,telomerase_AY312571.605-1069
21524,srp,telomerase,telomerase_U85256.1-451
21525,srp,telomerase,telomerase_AC121792.109554-109950
21526,srp,telomerase,telomerase_AF147806.247-692
21527,srp,telomerase,telomerase_AF221906.96-545
21528,srp,telomerase,telomerase_AF221908.136-584
21529,srp,telomerase,telomerase_AF221909.98-496
21530,srp,telomerase,telomerase_AF221910.112-554
21531,srp,telomerase,telomerase_AF221911.104-513
21532,srp,telomerase,telomerase_AF221912.98-564
21533,srp,telomerase,telomerase_AF221913.109-520
21534,srp,telomerase,telomerase_AF221914.112-589
21535,srp,telomerase,telomerase_AF221916.94-481
21536,srp,telomerase,telomerase_AF221917.99-542
21537,srp,telomerase,telomerase_AF221918.97-547
21538,srp,telomerase,telomerase_AF221919.107-614
21539,srp,telomerase,telomerase_AF221920.99-541
21540,srp,telomerase,telomerase_AF221921.98-548
21541,srp,telomerase,telomerase_AF221923.106-554
21542,srp,telomerase,telomerase_AF221924.105-538
21543,srp,telomerase,telomerase_AF221925.98-540
21544,srp,telomerase,telomerase_AF221926.103-507
21545,srp,telomerase,telomerase_AF221927.113-556
21546,srp,telomerase,telomerase_AF221928.95-476
21547,srp,telomerase,telomerase_AF221929.92-517
21548,srp,telomerase,telomerase_AF221930.94-546
21549,srp,telomerase,telomerase_AF221931.99-541
21550,srp,telomerase,telomerase_AF221932.102-549
21551,srp,telomerase,telomerase_AF221934.121-565
21552,srp,telomerase,telomerase_AF221935.112-602
21553,srp,telomerase,telomerase_AF221936.98-540
21554,srp,telomerase,telomerase_AF221937.99-545
21555,srp,telomerase,telomerase_AF221939.99-544
21556,srp,telomerase,telomerase_AF221940.103-499
21557,srp,telomerase,telomerase_AY058901.1-397
21558,srp,telomerase,telomerase_AY312571.605-1069
21559,srp,telomerase,telomerase_U85256.1-451
21560,srp,telomerase,telomerase_AC121792.109554-109950
21561,srp,telomerase,telomerase_AF147806.247-692
21562,srp,telomerase,telomerase_AF221906.96-545
21563,srp,telomerase,telomerase_AF221908.136-584
21564,srp,telomerase,telomerase_AF221909.98-496
21565,srp,telomerase,telomerase_AF221910.112-554
21566,srp,telomerase,telomerase_AF221911.104-513
21567,srp,telomerase,telomerase_AF221912.98-564
21568,srp,telomerase,telomerase_AF221913.109-520
21569,srp,telomerase,telomerase_AF221914.112-589
21570,srp,telomerase,telomerase_AF221916.94-481
21571,srp,telomerase,telomerase_AF221917.99-542
21572,srp,telomerase,telomerase_AF221918.97-547
21573,srp,telomerase,telomerase_AF221919.107-614
21574,srp,telomerase,telomerase_AF221920.99-541
21575,srp,telomerase,telomerase_AF221921.98-548
21576,srp,telomerase,telomerase_AF221923.106-554
21577,srp,telomerase,telomerase_AF221924.105-538
21578,srp,telomerase,telomerase_AF221925.98-540
21579,srp,telomerase,telomerase_AF221926.103-507
21580,srp,telomerase,telomerase_AF221927.113-556
21581,srp,telomerase,telomerase_AF221928.95-476
21582,srp,telomerase,telomerase_AF221929.92-517
21583,srp,telomerase,telomerase_AF221930.94-546
21584,srp,telomerase,telomerase_AF221931.99-541
21585,srp,telomerase,telomerase_AF221932.102-549
21586,srp,telomerase,telomerase_AF221934.121-565
21587,srp,telomerase,telomerase_AF221935.112-602
21588,srp,telomerase,telomerase_AF221936.98-540
21589,srp,telomerase,telomerase_AF221937.99-545
21590,srp,telomerase,telomerase_AF221939.99-544
21591,srp,telomerase,telomerase_AF221940.103-499
21592,srp,telomerase,telomerase_AY058901.1-397
21593,srp,telomerase,telomerase_AY312571.605-1069
21594,srp,telomerase,telomerase_U85256.1-451
21595,srp,telomerase,telomerase_AC121792.109554-109950
21596,srp,telomerase,telomerase_AF147806.247-692
21597,srp,telomerase,telomerase_AF221906.96-545
21598,srp,telomerase,telomerase_AF221908.136-584
21599,srp,telomerase,telomerase_AF221909.98-496
21600,srp,telomerase,telomerase_AF221910.112-554
21601,srp,telomerase,telomerase_AF221911.104-513
21602,srp,telomerase,telomerase_AF221912.98-564
21603,srp,telomerase,telomerase_AF221913.109-520
21604,srp,telomerase,telomerase_AF221914.112-589
21605,srp,telomerase,telomerase_AF221916.94-481
21606,srp,telomerase,telomerase_AF221917.99-542
21607,srp,telomerase,telomerase_AF221918.97-547
21608,srp,telomerase,telomerase_AF221919.107-614
21609,srp,telomerase,telomerase_AF221920.99-541
21610,srp,tmRNA,tmRNA_Acid.caps._TRW-240015_1-352
21611,srp,tmRNA,tmRNA_Acid.ferr._TRW-133824_1-364
21612,srp,tmRNA,tmRNA_Acid.ferr._TRW-243159_1-364
21613,srp,tmRNA,tmRNA_Acid.ferr._TRW-920_1-341
21614,srp,tmRNA,tmRNA_Acin.spec._CR543861_1-360
21615,srp,tmRNA,tmRNA_Acti.acti._TRW-272556_1-366
21616,srp,tmRNA,tmRNA_Acti.naes._TRW-240017_1-371
21617,srp,tmRNA,tmRNA_Acti.pleu._TRW-228399_1-366
21618,srp,tmRNA,tmRNA_Acti.pleu._TRW-44294_1-366
21619,srp,tmRNA,tmRNA_Acti.succ._TRW-339671_1-367
21620,srp,tmRNA,tmRNA_Aero.hydr._AY442269_1-360
21621,srp,tmRNA,tmRNA_Aero.hydr._CP000462_1-360
21622,srp,tmRNA,tmRNA_Alka.meta._TRW-293826_1-355
21623,srp,tmRNA,tmRNA_Aqui.aeol._TRW-63363_1-347
21624,srp,tmRNA,tmRNA_Azoa.spec._TRW-62928_1-378
21625,srp,tmRNA,tmRNA_Azot.vine._TRW-354_1-352
21626,srp,tmRNA,tmRNA_Baci.G._TRW-12333_1-312
21627,srp,tmRNA,tmRNA_Baci.anth._AE016879_1-355
21628,srp,tmRNA,tmRNA_Baci.cere._TRW-288681_1-355
21629,srp,tmRNA,tmRNA_Baci.clau._AP006627_1-355
21630,srp,tmRNA,tmRNA_Baci.halo._BA000004_1-361
21631,srp,tmRNA,tmRNA_Baci.lich._CP000002_1-356
21632,srp,tmRNA,tmRNA_Baci.subt._TRW-1423_1-363
21633,srp,tmRNA,tmRNA_Baci.subt._Z99121_1-360
21634,srp,tmRNA,tmRNA_Baci.thur._AE017355_1-355
21635,srp,tmRNA,tmRNA_Bact.frag._CR626927_1-398
21636,srp,tmRNA,tmRNA_Bact.frag._TRW-817_1-398
21637,srp,tmRNA,tmRNA_Bact.mari._TRW-97084_1-385
21638,srp,tmRNA,tmRNA_Bact.thet._AE015928_1-397
21639,srp,tmRNA,tmRNA_Bdel.bact._BX842656_1-346
21640,srp,tmRNA,tmRNA_Bifi.long._TRW-205913_1-397
21641,srp,tmRNA,tmRNA_Bifi.long._TRW-206672_1-397
21642,srp,tmRNA,tmRNA_Bloc.flor._BX248583_1-393
21643,srp,tmRNA,tmRNA_Bloc.penn._CP000016_1-392
21644,srp,tmRNA,tmRNA_Bord.aviu._AM167904_1-406
21645,srp,tmRNA,tmRNA_Bord.bron._TRW-257310_1-387
21646,srp,tmRNA,tmRNA_Bord.para._TRW-257311_1-387
21647,srp,tmRNA,tmRNA_Bord.pert._TRW-257313_1-387
21648,srp,tmRNA,tmRNA_Borr.burg._AE001118_1-359
21649,srp,tmRNA,tmRNA_Borr.burg._TRW-224326_1-362
21650,srp,tmRNA,tmRNA_Borr.gari._CP000013_1-363
21651,srp,tmRNA,tmRNA_Buch.aphi._AE013218_1-376
21652,srp,tmRNA,tmRNA_Buch.aphi._AE016826_1-367
21653,srp,tmRNA,tmRNA_Buch.aphi._BD061520_1-369
21654,srp,tmRNA,tmRNA_Burk.ceno._CP000378_1-370
21655,srp,tmRNA,tmRNA_Burk.ceno._TRW-216591_1-370
21656,srp,tmRNA,tmRNA_Burk.fung._TRW-266265_1-370
21657,srp,tmRNA,tmRNA_Burk.mall._CP000010_1-370
21658,srp,tmRNA,tmRNA_Burk.pseu._TRW-28450_1-370
21659,srp,tmRNA,tmRNA_Burk.viet._TRW-269482_1-370
21660,srp,tmRNA,tmRNA_Camp.coli._AL111168_1-359
21661,srp,tmRNA,tmRNA_Camp.coli._TRW-306254_1-359
21662,srp,tmRNA,tmRNA_Camp.fetu._AY211269_1-361
21663,srp,tmRNA,tmRNA_Camp.jeju._AL139078_1-356
21664,srp,tmRNA,tmRNA_Camp.jeju._AX048472_1-359
21665,srp,tmRNA,tmRNA_Camp.jeju._CP000025_1-359
21666,srp,tmRNA,tmRNA_Camp.lari._TRW-306263_1-359
21667,srp,tmRNA,tmRNA_Camp.upsa._TRW-306264_1-359
21668,srp,tmRNA,tmRNA_Carb.hydr._CP000141_1-359
21669,srp,tmRNA,tmRNA_Carn.malt._AF275938_1-366
21670,srp,tmRNA,tmRNA_Chla.abor._CR848038_1-425
21671,srp,tmRNA,tmRNA_Chla.cavi._AE015925_1-425
21672,srp,tmRNA,tmRNA_Chla.muri._AE002296_1-418
21673,srp,tmRNA,tmRNA_Chla.muri._TRW-83560_1-421
21674,srp,tmRNA,tmRNA_Chla.pneu._AE002224_1-423
21675,srp,tmRNA,tmRNA_Chla.pneu._TRW-83558_1-426
21676,srp,tmRNA,tmRNA_Chla.trac._AE001276_1-417
21677,srp,tmRNA,tmRNA_Chla.trac._TRW-272561_1-420
21678,srp,tmRNA,tmRNA_Chla.trac._TRW-813-1_1-420
21679,srp,tmRNA,tmRNA_Chla.trac._TRW-813-2_1-420
21680,srp,tmRNA,tmRNA_Chlo.chlo._CP000108_1-401
21681,srp,tmRNA,tmRNA_Chlo.tepi._TRW-194439_1-404
21682,srp,tmRNA,tmRNA_Chro.sale._CP000285_1-380
21683,srp,tmRNA,tmRNA_Chro.viol._AE016825_1-365
21684,srp,tmRNA,tmRNA_Citr.rode._TRW-67825_1-365
21685,srp,tmRNA,tmRNA_Clav.mich._TRW-31964_1-376
21686,srp,tmRNA,tmRNA_Clos.acet._AE001437_1-359
21687,srp,tmRNA,tmRNA_Clos.acet._AE007587_1-356
21688,srp,tmRNA,tmRNA_Clos.diff._AM180355_1-350
21689,srp,tmRNA,tmRNA_Clos.diff._TRW-367459_1-350
21690,srp,tmRNA,tmRNA_Clos.perf._AP003190_1-358
21691,srp,tmRNA,tmRNA_Clos.perf._CP000246_1-361
21692,srp,tmRNA,tmRNA_Clos.perf._CP000312_1-361
21693,srp,tmRNA,tmRNA_Clos.perf._TRW-195102_1-361
21694,srp,tmRNA,tmRNA_Clos.teta._AE015927_1-355
21695,srp,tmRNA,tmRNA_Clos.ther._TRW-203119_1-387
21696,srp,tmRNA,tmRNA_Colw.psyc._CP000083_1-350
21697,srp,tmRNA,tmRNA_Copr.prot._TRW-351627_1-353
21698,srp,tmRNA,tmRNA_Cory.diph._BX248356_1-385
21699,srp,tmRNA,tmRNA_Cory.effi._BA000035_1-376
21700,srp,tmRNA,tmRNA_Coxi.burn._AE016828_1-360
21701,srp,tmRNA,tmRNA_Croc.wats._TRW-165597_1-386
21702,srp,tmRNA,tmRNA_Cyan.cald._AF022186_1-254
21703,srp,tmRNA,tmRNA_Cyan.para._TRW-2762_1-294
21704,srp,tmRNA,tmRNA_Cyan.para._U30821_1-291
21705,srp,tmRNA,tmRNA_Cyto.hutc._CP000383_1-404
21706,srp,tmRNA,tmRNA_Deha.ethe._CP000027_1-352
21707,srp,tmRNA,tmRNA_Dein.geot._CP000359_1-348
21708,srp,tmRNA,tmRNA_Dein.radi._AE001939_1-346
21709,srp,tmRNA,tmRNA_Dein.radi._TRW-243230_1-349
21710,srp,tmRNA,tmRNA_Desu.acet._TRW-281689_1-353
21711,srp,tmRNA,tmRNA_Desu.desu._CP000112_1-360
21712,srp,tmRNA,tmRNA_Desu.psyc._CR522870_1-366
21713,srp,tmRNA,tmRNA_Desu.vulg._AE017285_1-352
21714,srp,tmRNA,tmRNA_Dict.ther._TRW-14_1-350
21715,srp,tmRNA,tmRNA_Emil.huxl._AY741371_1-291
21716,srp,tmRNA,tmRNA_Emil.huxl._TRW-280463_1-291
21717,srp,tmRNA,tmRNA_Ente.faec._BD193796_1-367
21718,srp,tmRNA,tmRNA_Ente.faec._TRW-1352_1-367
21719,srp,tmRNA,tmRNA_Erwi.amyl._TRW-552_1-381
21720,srp,tmRNA,tmRNA_Erwi.caro._BX950851_1-363
21721,srp,tmRNA,tmRNA_Erwi.chry._TRW-198628_1-381
21722,srp,tmRNA,tmRNA_Esch.coli._AE005491_1-363
21723,srp,tmRNA,tmRNA_Esch.coli._AP009048_1-363
21724,srp,tmRNA,tmRNA_Esch.coli._BA000007_1-363
21725,srp,tmRNA,tmRNA_Esch.coli._CP000243_1-363
21726,srp,tmRNA,tmRNA_Esch.coli._CP000247_1-363
21727,srp,tmRNA,tmRNA_Esch.coli._CP000468_1-363
21728,srp,tmRNA,tmRNA_Esch.coli._D12501_1-363
21729,srp,tmRNA,tmRNA_Esch.coli._D90888_1-363
21730,srp,tmRNA,tmRNA_Esch.coli._TRW-331111_1-363
21731,srp,tmRNA,tmRNA_Esch.coli._U00096_1-363
21732,srp,tmRNA,tmRNA_Esch.coli._U36840_1-363
21733,srp,tmRNA,tmRNA_Exig.sibi._TRW-262543_1-359
21734,srp,tmRNA,tmRNA_Fibr.succ._TRW-59374_1-361
21735,srp,tmRNA,tmRNA_Fran.spec._CP000249_1-374
21736,srp,tmRNA,tmRNA_Fran.tula._AM233362_1-421
21737,srp,tmRNA,tmRNA_Fran.tula._AM286280_1-421
21738,srp,tmRNA,tmRNA_Fran.tula._CP000437_1-421
21739,srp,tmRNA,tmRNA_Fuso.nucl._AE009951_1-344
21740,srp,tmRNA,tmRNA_Fuso.nucl._AE010567_1-341
21741,srp,tmRNA,tmRNA_Fuso.nucl._TRW-209882_1-344
21742,srp,tmRNA,tmRNA_Fuso.nucl._TRW-393480_1-344
21743,srp,tmRNA,tmRNA_Gemm.obsc._TRW-214688_1-412
21744,srp,tmRNA,tmRNA_Geob.kaus._BA000043_1-352
21745,srp,tmRNA,tmRNA_Geob.stea._TRW-1422_1-352
21746,srp,tmRNA,tmRNA_Geob.sulf._AE017180_1-356
21747,srp,tmRNA,tmRNA_Grac.tenu._AY673996_1-396
21748,srp,tmRNA,tmRNA_Guil.thet._AF041468_1-327
21749,srp,tmRNA,tmRNA_Guil.thet._TRW-55529_1-330
21750,srp,tmRNA,tmRNA_Haem.ducr._AE017143_1-367
21751,srp,tmRNA,tmRNA_Haem.infl._CP000057_1-366
21752,srp,tmRNA,tmRNA_Haem.infl._L42023_1-366
21753,srp,tmRNA,tmRNA_Haem.infl._TRW-262727_1-366
21754,srp,tmRNA,tmRNA_Haem.infl._TRW-262728_1-366
21755,srp,tmRNA,tmRNA_Haem.infl._U32808_1-366
21756,srp,tmRNA,tmRNA_Haem.somn._CP000436_1-367
21757,srp,tmRNA,tmRNA_Heli.hepa._AE017125_1-369
21758,srp,tmRNA,tmRNA_Heli.must._DQ250625_1-366
21759,srp,tmRNA,tmRNA_Heli.pylo._AE000511_1-386
21760,srp,tmRNA,tmRNA_Heli.pylo._AE001503_1-383
21761,srp,tmRNA,tmRNA_Heli.pylo._TRW-85963_1-386
21762,srp,tmRNA,tmRNA_Idio.loih._AE017340_1-359
21763,srp,tmRNA,tmRNA_Jako.libe._TRW-143017_1-102
21764,srp,tmRNA,tmRNA_Kine.radi._TRW-266940_1-366
21765,srp,tmRNA,tmRNA_Kleb.pneu._TRW-272620_1-363
21766,srp,tmRNA,tmRNA_Lact.acid._CP000033_1-369
21767,srp,tmRNA,tmRNA_Lact.brev._CP000416_1-372
21768,srp,tmRNA,tmRNA_Lact.case._CP000423_1-364
21769,srp,tmRNA,tmRNA_Lact.delb._TRW-321956_1-362
21770,srp,tmRNA,tmRNA_Lact.gass._TRW-1596_1-366
21771,srp,tmRNA,tmRNA_Lact.lact._AE006373_1-359
21772,srp,tmRNA,tmRNA_Lact.lact._AF176556_1-359
21773,srp,tmRNA,tmRNA_Lact.plan._AL935259_1-372
21774,srp,tmRNA,tmRNA_Lact.sake._AF400065_1-370
21775,srp,tmRNA,tmRNA_Lact.sake._TRW-314315_1-370
21776,srp,tmRNA,tmRNA_Laws.intr._AM180252_1-376
21777,srp,tmRNA,tmRNA_Legi.pneu._CR628337_1-406
21778,srp,tmRNA,tmRNA_Leif.xyli._AE016822_1-394
21779,srp,tmRNA,tmRNA_Lept.inte._AE016823_1-350
21780,srp,tmRNA,tmRNA_Lept.spec._TRW-261385_1-359
21781,srp,tmRNA,tmRNA_Lept.spec._TRW-261386_1-359
21782,srp,tmRNA,tmRNA_Leuc.mese._AF375574_1-307
21783,srp,tmRNA,tmRNA_Leuc.mese._CP000414_1-358
21784,srp,tmRNA,tmRNA_Leuc.mese._TRW-1245_1-358
21785,srp,tmRNA,tmRNA_List.gray._AF440336_1-321
21786,srp,tmRNA,tmRNA_List.inno._TRW-1642-1_1-370
21787,srp,tmRNA,tmRNA_List.inno._TRW-1642-2_1-370
21788,srp,tmRNA,tmRNA_List.ivan._AF440342_1-321
21789,srp,tmRNA,tmRNA_List.mono._AL591983_1-370
21790,srp,tmRNA,tmRNA_List.mono._TRW-1639-1_1-370
21791,srp,tmRNA,tmRNA_List.mono._TRW-169963_1-370
21792,srp,tmRNA,tmRNA_List.seel._AF440350_1-321
21793,srp,tmRNA,tmRNA_List.wels._AF440351_1-321
21794,srp,tmRNA,tmRNA_Magn.spec._CP000471_1-366
21795,srp,tmRNA,tmRNA_Mann.haem._TRW-272629_1-367
21796,srp,tmRNA,tmRNA_Mann.succ._AE016827_1-367
21797,srp,tmRNA,tmRNA_Mari.aqua._TRW-351348_1-366
21798,srp,tmRNA,tmRNA_Meso.flor._AE017263_1-408
21799,srp,tmRNA,tmRNA_Meso.viri._AF166114_1-359
21800,srp,tmRNA,tmRNA_Meth.caps._AE017282_1-356
21801,srp,tmRNA,tmRNA_Meth.flag._CP000284_1-361
21802,srp,tmRNA,tmRNA_Moor.ther._CP000232_1-358
21803,srp,tmRNA,tmRNA_Mora.cata._AX067460_1-359
21804,srp,tmRNA,tmRNA_Myco.Bxz1._AY129337_1-437
21805,srp,tmRNA,tmRNA_Myco.afri._TRW-33894_1-368
21806,srp,tmRNA,tmRNA_Myco.arth._TRW-243272_1-394
21807,srp,tmRNA,tmRNA_Myco.aviu._AE016958_1-368
21808,srp,tmRNA,tmRNA_Myco.bovi._TRW-1765_1-368
21809,srp,tmRNA,tmRNA_Myco.capr._D13067_1-411
21810,srp,tmRNA,tmRNA_Myco.capr._S67602_1-408
21811,srp,tmRNA,tmRNA_Myco.geni._TRW-243273_1-388
21812,srp,tmRNA,tmRNA_Myco.hyop._TRW-262719_1-433
21813,srp,tmRNA,tmRNA_Myco.hyop._TRW-295358_1-424
21814,srp,tmRNA,tmRNA_Myco.lepr._AL583919_1-366
21815,srp,tmRNA,tmRNA_Myco.lepr._TRW-272631_1-369
21816,srp,tmRNA,tmRNA_Myco.mari._TRW-1781-1_1-368
21817,srp,tmRNA,tmRNA_Myco.micr._TRW-1806-1_1-368
21818,srp,tmRNA,tmRNA_Myco.mobi._TRW-267748_1-376
21819,srp,tmRNA,tmRNA_Myco.myco._BX842642_1-411
21820,srp,tmRNA,tmRNA_Myco.pene._BA000026_1-405
21821,srp,tmRNA,tmRNA_Myco.pneu._AE000035_1-384
21822,srp,tmRNA,tmRNA_Myco.pulm._AL445565_1-387
21823,srp,tmRNA,tmRNA_Myco.smeg._CP000480_1-369
21824,srp,tmRNA,tmRNA_Myco.tube._TRW-164513_1-368
21825,srp,tmRNA,tmRNA_Myco.tube._TRW-1773_1-368
21826,srp,tmRNA,tmRNA_Myxo.xant._TRW-34_1-366
21827,srp,tmRNA,tmRNA_Neis.gono._TRW-242231_1-363
21828,srp,tmRNA,tmRNA_Neis.lact._TRW-486_1-362
21829,srp,tmRNA,tmRNA_Neis.meni._AE002452_1-360
21830,srp,tmRNA,tmRNA_Neis.meni._AL162755_1-360
21831,srp,tmRNA,tmRNA_Neis.meni._TRW-122586_1-363
